common_name	kingdom	phylum	class	order	family	genus	specific_epithet
Blue-necked Tanager	Animalia	Chordata	Aves	Passeriformes	Thraupidae	Stilpnia	cyanicollis
Golden-hooded Tanager	Animalia	Chordata	Aves	Passeriformes	Thraupidae	Stilpnia	larvata
Scrub Tanager	Animalia	Chordata	Aves	Passeriformes	Thraupidae	Stilpnia	vitriolina
White-lined Tanager	Animalia	Chordata	Aves	Passeriformes	Thraupidae	Tachyphonus	rufus
Golden Tanager	Animalia	Chordata	Aves	Passeriformes	Thraupidae	Tangara	arthus
Bay-headed Tanager	Animalia	Chordata	Aves	Passeriformes	Thraupidae	Tangara	gyrola
Swallow Tanager	Animalia	Chordata	Aves	Passeriformes	Thraupidae	Tersina	viridis
Yellow-winged Tanager	Animalia	Chordata	Aves	Passeriformes	Thraupidae	Thraupis	abbas
Blue-gray Tanager	Animalia	Chordata	Aves	Passeriformes	Thraupidae	Thraupis	episcopus
Palm Tanager	Animalia	Chordata	Aves	Passeriformes	Thraupidae	Thraupis	palmarum
Sayaca Tanager	Animalia	Chordata	Aves	Passeriformes	Thraupidae	Thraupis	sayaca
Yellow-faced Grassquit	Animalia	Chordata	Aves	Passeriformes	Thraupidae	Tiaris	olivaceus
Blue-black Grassquit	Animalia	Chordata	Aves	Passeriformes	Thraupidae	Volatinia	jacarina
Rose-throated Becard	Animalia	Chordata	Aves	Passeriformes	Tityridae	Pachyramphus	aglaiae
Masked Tityra	Animalia	Chordata	Aves	Passeriformes	Tityridae	Tityra	semifasciata
Cactus Wren	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Campylorhynchus	brunneicapillus
Spotted Wren	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Campylorhynchus	gularis
Rufous-naped Wren	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Campylorhynchus	rufinucha
Band-backed Wren	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Campylorhynchus	zonatus
Canyon Wren	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Catherpes	mexicanus
Marsh Wren	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Cistothorus	palustris
Sedge Wren	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Cistothorus	platensis
Rock Wren	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Salpinctes	obsoletus
Bewick's Wren	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Thryomanes	bewickii
Carolina Wren	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Thryothorus	ludovicianus
House Wren	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Troglodytes	aedon
Winter Wren	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Troglodytes	hiemalis
Pacific Wren	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Troglodytes	pacificus
Eurasian Wren	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Troglodytes	troglodytes
Veery	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	fuscescens
Hermit Thrush	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	guttatus
Gray-cheeked Thrush	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	minimus
Swainson's Thrush	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	ustulatus
Wood Thrush	Animalia	Chordata	Aves	Passeriformes	Turdidae	Hylocichla	mustelina
Varied Thrush	Animalia	Chordata	Aves	Passeriformes	Turdidae	Ixoreus	naevius
Townsend's Solitaire	Animalia	Chordata	Aves	Passeriformes	Turdidae	Myadestes	townsendi
Mountain Bluebird	Animalia	Chordata	Aves	Passeriformes	Turdidae	Sialia	currucoides
Western Bluebird	Animalia	Chordata	Aves	Passeriformes	Turdidae	Sialia	mexicana
Eastern Bluebird	Animalia	Chordata	Aves	Passeriformes	Turdidae	Sialia	sialis
Creamy-bellied Thrush	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	amaurochalinus
Chiguanco Thrush	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	chiguanco
Austral Thrush	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	falcklandii
Great Thrush	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	fuscater
Clay-colored Thrush	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	grayi
Black-billed Thrush	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	ignobilis
Redwing	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	iliacus
Pale-breasted Thrush	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	leucomelas
Eurasian Blackbird	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	merula
American Robin	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	migratorius
Olive Thrush	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	olivaceus
Song Thrush	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	philomelos
Fieldfare	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	pilaris
Rufous-bellied Thrush	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	rufiventris
Rufous-backed Robin	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	rufopalliatus
Mistle Thrush	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	viscivorus
Northern Beardless-Tyrannulet	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Camptostoma	imberbe
Olive-sided Flycatcher	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Contopus	cooperi
Greater Pewee	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Contopus	pertinax
Western Wood-Pewee	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Contopus	sordidulus
Eastern Wood-Pewee	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Contopus	virens
Yellow-bellied Elaenia	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Elaenia	flavogaster
Alder Flycatcher	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Empidonax	alnorum
Pacific-slope Flycatcher	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Empidonax	difficilis
Yellow-bellied Flycatcher	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Empidonax	flaviventris
Buff-breasted Flycatcher	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Empidonax	fulvifrons
Hammond's Flycatcher	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Empidonax	hammondii
Least Flycatcher	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Empidonax	minimus
Cordilleran Flycatcher	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Empidonax	occidentalis
Willow Flycatcher	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Empidonax	traillii
Acadian Flycatcher	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Empidonax	virescens
Gray Flycatcher	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Empidonax	wrightii
Masked Water-Tyrant	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Fluvicola	nengeta
Spectacled Tyrant	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Hymenops	perspicillatus
Cattle Tyrant	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Machetornis	rixosa
Boat-billed Flycatcher	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Megarynchus	pitangua
Tufted Flycatcher	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Mitrephanes	phaeocercus
Ash-throated Flycatcher	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Myiarchus	cinerascens
Great Crested Flycatcher	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Myiarchus	crinitus
Dusky-capped Flycatcher	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Myiarchus	tuberculifer
Brown-crested Flycatcher	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Myiarchus	tyrannulus
Sulphur-bellied Flycatcher	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Myiodynastes	luteiventris
Streaked Flycatcher	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Myiodynastes	maculatus
Rusty-margined Flycatcher	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Myiozetetes	cayanensis
Social Flycatcher	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Myiozetetes	similis
Great Kiskadee	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Pitangus	sulphuratus
Vermilion Flycatcher	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Pyrocephalus	rubinus
Black Phoebe	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Sayornis	nigricans
Eastern Phoebe	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Sayornis	phoebe
Say's Phoebe	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Sayornis	saya
Common Tody-Flycatcher	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Todirostrum	cinereum
Yellow-olive Flycatcher	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Tolmomyias	sulphurescens
Couch's Kingbird	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Tyrannus	couchii
Thick-billed Kingbird	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Tyrannus	crassirostris
Gray Kingbird	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Tyrannus	dominicensis
Scissor-tailed Flycatcher	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Tyrannus	forficatus
Tropical Kingbird	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Tyrannus	melancholicus
Fork-tailed Flycatcher	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Tyrannus	savana
Eastern Kingbird	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Tyrannus	tyrannus
Western Kingbird	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Tyrannus	verticalis
Cassin's Kingbird	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Tyrannus	vociferans
Pin-tailed Whydah	Animalia	Chordata	Aves	Passeriformes	Viduidae	Vidua	macroura
Rufous-browed Peppershrike	Animalia	Chordata	Aves	Passeriformes	Vireonidae	Cyclarhis	gujanensis
Bell's Vireo	Animalia	Chordata	Aves	Passeriformes	Vireonidae	Vireo	bellii
Cassin's Vireo	Animalia	Chordata	Aves	Passeriformes	Vireonidae	Vireo	cassinii
Yellow-throated Vireo	Animalia	Chordata	Aves	Passeriformes	Vireonidae	Vireo	flavifrons
Yellow-green Vireo	Animalia	Chordata	Aves	Passeriformes	Vireonidae	Vireo	flavoviridis
Warbling Vireo	Animalia	Chordata	Aves	Passeriformes	Vireonidae	Vireo	gilvus
White-eyed Vireo	Animalia	Chordata	Aves	Passeriformes	Vireonidae	Vireo	griseus
Hutton's Vireo	Animalia	Chordata	Aves	Passeriformes	Vireonidae	Vireo	huttoni
Red-eyed Vireo	Animalia	Chordata	Aves	Passeriformes	Vireonidae	Vireo	olivaceus
Philadelphia Vireo	Animalia	Chordata	Aves	Passeriformes	Vireonidae	Vireo	philadelphicus
Plumbeous Vireo	Animalia	Chordata	Aves	Passeriformes	Vireonidae	Vireo	plumbeus
Blue-headed Vireo	Animalia	Chordata	Aves	Passeriformes	Vireonidae	Vireo	solitarius
Warbling White-eye	Animalia	Chordata	Aves	Passeriformes	Zosteropidae	Zosterops	japonicus
Silvereye	Animalia	Chordata	Aves	Passeriformes	Zosteropidae	Zosterops	lateralis
Indian White-eye	Animalia	Chordata	Aves	Passeriformes	Zosteropidae	Zosterops	palpebrosus
Swinhoe’s White-eye	Animalia	Chordata	Aves	Passeriformes	Zosteropidae	Zosterops	simplex
Cape White-eye	Animalia	Chordata	Aves	Passeriformes	Zosteropidae	Zosterops	virens
Great Egret	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Ardea	alba
Grey Heron	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Ardea	cinerea
Cocoi Heron	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Ardea	cocoi
Goliath Heron	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Ardea	goliath
Great Blue Heron	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Ardea	herodias
Intermediate Egret	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Ardea	intermedia
Black-headed Heron	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Ardea	melanocephala
White-necked Heron	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Ardea	pacifica
Purple Heron	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Ardea	purpurea
Chinese Pond Heron	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Ardeola	bacchus
Indian Pond Heron	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Ardeola	grayii
Squacco Heron	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Ardeola	ralloides
American Bittern	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Botaurus	lentiginosus
Eurasian Bittern	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Botaurus	stellaris
Cattle Egret	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Bubulcus	ibis
Striated Heron	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Butorides	striata
Green Heron	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Butorides	virescens
Boat-billed Heron	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Cochlearius	cochlearius
Little Blue Heron	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Egretta	caerulea
Little Egret	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Egretta	garzetta
White-faced Heron	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Egretta	novaehollandiae
Reddish Egret	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Egretta	rufescens
Pacific Reef Heron	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Egretta	sacra
Snowy Egret	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Egretta	thula
Tricolored Heron	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Egretta	tricolor
Malayan Night Heron	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Gorsachius	melanolophus
Least Bittern	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Ixobrychus	exilis
Little Bittern	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Ixobrychus	minutus
Yellow Bittern	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Ixobrychus	sinensis
Yellow-crowned Night-Heron	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Nyctanassa	violacea
Nankeen Night-Heron	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Nycticorax	caledonicus
Black-crowned Night Heron	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Nycticorax	nycticorax
Whistling Heron	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Syrigma	sibilatrix
Rufescent Tiger Heron	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Tigrisoma	lineatum
Bare-throated Tiger Heron	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Tigrisoma	mexicanum
Australian Pelican	Animalia	Chordata	Aves	Pelecaniformes	Pelecanidae	Pelecanus	conspicillatus
Dalmatian Pelican	Animalia	Chordata	Aves	Pelecaniformes	Pelecanidae	Pelecanus	crispus
American White Pelican	Animalia	Chordata	Aves	Pelecaniformes	Pelecanidae	Pelecanus	erythrorhynchos
Brown Pelican	Animalia	Chordata	Aves	Pelecaniformes	Pelecanidae	Pelecanus	occidentalis
Great White Pelican	Animalia	Chordata	Aves	Pelecaniformes	Pelecanidae	Pelecanus	onocrotalus
Grey Pelican	Animalia	Chordata	Aves	Pelecaniformes	Pelecanidae	Pelecanus	philippensis
Peruvian Pelican	Animalia	Chordata	Aves	Pelecaniformes	Pelecanidae	Pelecanus	thagus
Hamerkop	Animalia	Chordata	Aves	Pelecaniformes	Scopidae	Scopus	umbretta
Hadada	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Bostrychia	hagedash
White Ibis	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Eudocimus	albus
Green Ibis	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Mesembrinibis	cayennensis
Bare-faced Ibis	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Phimosus	infuscatus
Roseate Spoonbill	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Platalea	ajaja
African Spoonbill	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Platalea	alba
Yellow-billed Spoonbill	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Platalea	flavipes
Eurasian Spoonbill	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Platalea	leucorodia
Black-faced Spoonbill	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Platalea	minor
Royal Spoonbill	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Platalea	regia
White-faced Ibis	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Plegadis	chihi
Glossy Ibis	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Plegadis	falcinellus
Buff-necked Ibis	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Theristicus	caudatus
Black-faced Ibis	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Theristicus	melanopis
African Sacred Ibis	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Threskiornis	aethiopicus
Black-headed Ibis	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Threskiornis	melanocephalus
Australian White Ibis	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Threskiornis	molucca
Straw-necked Ibis	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Threskiornis	spinicollis
Lesser Flamingo	Animalia	Chordata	Aves	Phoenicopteriformes	Phoenicopteridae	Phoeniconaias	minor
Chilean Flamingo	Animalia	Chordata	Aves	Phoenicopteriformes	Phoenicopteridae	Phoenicopterus	chilensis
Greater Flamingo	Animalia	Chordata	Aves	Phoenicopteriformes	Phoenicopteridae	Phoenicopterus	roseus
American Flamingo	Animalia	Chordata	Aves	Phoenicopteriformes	Phoenicopteridae	Phoenicopterus	ruber
Black-collared Barbet	Animalia	Chordata	Aves	Piciformes	Lybiidae	Lybius	torquatus
Crested Barbet	Animalia	Chordata	Aves	Piciformes	Lybiidae	Trachyphonus	vaillantii
Coppersmith Barbet	Animalia	Chordata	Aves	Piciformes	Megalaimidae	Psilopogon	haemacephalus
Taiwan Barbet	Animalia	Chordata	Aves	Piciformes	Megalaimidae	Psilopogon	nuchalis
Pale-billed Woodpecker	Animalia	Chordata	Aves	Piciformes	Picidae	Campephilus	guatemalensis
Crimson-crested Woodpecker	Animalia	Chordata	Aves	Piciformes	Picidae	Campephilus	melanoleucos
Cardinal Woodpecker	Animalia	Chordata	Aves	Piciformes	Picidae	Chloropicus	fuscescens
Northern Flicker	Animalia	Chordata	Aves	Piciformes	Picidae	Colaptes	auratus
Campo Flicker	Animalia	Chordata	Aves	Piciformes	Picidae	Colaptes	campestris
Gilded Flicker	Animalia	Chordata	Aves	Piciformes	Picidae	Colaptes	chrysoides
Green-barred Woodpecker	Animalia	Chordata	Aves	Piciformes	Picidae	Colaptes	melanochloros
Spot-breasted Woodpecker	Animalia	Chordata	Aves	Piciformes	Picidae	Colaptes	punctigula
Golden-olive Woodpecker	Animalia	Chordata	Aves	Piciformes	Picidae	Colaptes	rubiginosus
White-backed Woodpecker	Animalia	Chordata	Aves	Piciformes	Picidae	Dendrocopos	leucotos
Great Spotted Woodpecker	Animalia	Chordata	Aves	Piciformes	Picidae	Dendrocopos	major
Syrian Woodpecker	Animalia	Chordata	Aves	Piciformes	Picidae	Dendrocopos	syriacus
Middle Spotted Woodpecker	Animalia	Chordata	Aves	Piciformes	Picidae	Dendrocoptes	medius
Black-rumped Flameback	Animalia	Chordata	Aves	Piciformes	Picidae	Dinopium	benghalense
White-headed Woodpecker	Animalia	Chordata	Aves	Piciformes	Picidae	Dryobates	albolarvatus
Red-cockaded Woodpecker	Animalia	Chordata	Aves	Piciformes	Picidae	Dryobates	borealis
Lesser Spotted Woodpecker	Animalia	Chordata	Aves	Piciformes	Picidae	Dryobates	minor
Nuttall's Woodpecker	Animalia	Chordata	Aves	Piciformes	Picidae	Dryobates	nuttallii
Downy Woodpecker	Animalia	Chordata	Aves	Piciformes	Picidae	Dryobates	pubescens
Ladder-backed Woodpecker	Animalia	Chordata	Aves	Piciformes	Picidae	Dryobates	scalaris
Hairy Woodpecker	Animalia	Chordata	Aves	Piciformes	Picidae	Dryobates	villosus
Lineated Woodpecker	Animalia	Chordata	Aves	Piciformes	Picidae	Dryocopus	lineatus
Black Woodpecker	Animalia	Chordata	Aves	Piciformes	Picidae	Dryocopus	martius
Pileated Woodpecker	Animalia	Chordata	Aves	Piciformes	Picidae	Dryocopus	pileatus
Eurasian Wryneck	Animalia	Chordata	Aves	Piciformes	Picidae	Jynx	torquilla
Golden-fronted Woodpecker	Animalia	Chordata	Aves	Piciformes	Picidae	Melanerpes	aurifrons
Red-bellied Woodpecker	Animalia	Chordata	Aves	Piciformes	Picidae	Melanerpes	carolinus
Golden-cheeked Woodpecker	Animalia	Chordata	Aves	Piciformes	Picidae	Melanerpes	chrysogenys
Red-headed Woodpecker	Animalia	Chordata	Aves	Piciformes	Picidae	Melanerpes	erythrocephalus
Acorn Woodpecker	Animalia	Chordata	Aves	Piciformes	Picidae	Melanerpes	formicivorus
Hoffmann's Woodpecker	Animalia	Chordata	Aves	Piciformes	Picidae	Melanerpes	hoffmannii
Lewis's Woodpecker	Animalia	Chordata	Aves	Piciformes	Picidae	Melanerpes	lewis
Black-cheeked Woodpecker	Animalia	Chordata	Aves	Piciformes	Picidae	Melanerpes	pucherani
Red-crowned Woodpecker	Animalia	Chordata	Aves	Piciformes	Picidae	Melanerpes	rubricapillus
Gila Woodpecker	Animalia	Chordata	Aves	Piciformes	Picidae	Melanerpes	uropygialis
Black-backed Woodpecker	Animalia	Chordata	Aves	Piciformes	Picidae	Picoides	arcticus
American Three-toed Woodpecker	Animalia	Chordata	Aves	Piciformes	Picidae	Picoides	dorsalis
Grey-headed Woodpecker	Animalia	Chordata	Aves	Piciformes	Picidae	Picus	canus
Green Woodpecker	Animalia	Chordata	Aves	Piciformes	Picidae	Picus	viridis
Red-naped Sapsucker	Animalia	Chordata	Aves	Piciformes	Picidae	Sphyrapicus	nuchalis
Red-breasted Sapsucker	Animalia	Chordata	Aves	Piciformes	Picidae	Sphyrapicus	ruber
Williamson's Sapsucker	Animalia	Chordata	Aves	Piciformes	Picidae	Sphyrapicus	thyroideus
Yellow-bellied Sapsucker	Animalia	Chordata	Aves	Piciformes	Picidae	Sphyrapicus	varius
Northern Emerald-Toucanet	Animalia	Chordata	Aves	Piciformes	Ramphastidae	Aulacorhynchus	prasinus
Chestnut-eared Aracari	Animalia	Chordata	Aves	Piciformes	Ramphastidae	Pteroglossus	castanotis
Collared Aracari	Animalia	Chordata	Aves	Piciformes	Ramphastidae	Pteroglossus	torquatus
Black-mandibled Toucan	Animalia	Chordata	Aves	Piciformes	Ramphastidae	Ramphastos	ambiguus
Keel-billed Toucan	Animalia	Chordata	Aves	Piciformes	Ramphastidae	Ramphastos	sulfuratus
Toco Toucan	Animalia	Chordata	Aves	Piciformes	Ramphastidae	Ramphastos	toco
Clark's Grebe	Animalia	Chordata	Aves	Podicipediformes	Podicipedidae	Aechmophorus	clarkii
